mes_id,aeropuerto_oaci,internacional_domestico,cnt_operaciones
200508.0,SCCC,D,30.0
200508.0,SCCF,D,481.0  
200508.0,SCCH,D,216.0
200508.0,SCCI  ,D,594.0
200508.0,SCCI,I,10.0
200508.0,SCCY,D,238.0
200508.0,SCDA,D,1335.0
200508.0,SCDA,I,4.0  
200508.0,SCEL,D,3225.0
200508.0,SCEL,I,2956.0
200508.0,SCES,D,147.0
200508.0,SCFA,D,1616.0
,SCFA,I,1.0
200508.0,SCFM,D,124.0
200508.0,SCGE,D  ,185.0
200508.0,SCGZ,D,41.0
200508.0,SCGZ,I,10.0
200508.0,SCHR,D,10.0  
200508.0,SCIC,D  ,164.0
200508.0,SCIE  ,,1137.0
200508.0,SCIE,I,4.0
200508.0,SCIP,D,36.0
200508.0,SCIP,I,18.0
200508.0,SCJO,D,241.0
200508.0,SCLC  ,D,301.0
200508.0,SCNT,D,2.0
200508.0,SCRD,D,504.0
200508.0  ,SCSE,D,545.0
200508.0,SCSE,I,1.0
200508.0,SCTB,D,4160.0
200508.0,SCTC,D,677.0
200508.0,SCTC,I,2.0
200508.0,,D,1292.0
200508.0,SCTE  ,I,15.0
200508.0,SCTI,D,2512.0
200508.0,SCTN,D,150.0
200508.0,SCVD,D,140.0
200509.0,SCAR,D,545.0
200509.0,SCAR,I,48.0
200509.0,SCAT,D,238.0
200509.0,SCBA,D,246.0
200509.0,SCCC  ,D,34.0
200509.0,SCCF,D,464.0
200509.0,SCCH,D,
200509.0,SCCI,D,568.0
,SCCI,I  ,14.0
200509.0,SCCY,D,257.0
200509.0,SCDA,D,1473.0
200509.0,SCDA,I,15.0
200509.0,SCEL,D,3009.0
200509.0,SCEL,I,2948.0
200509.0,SCES,,137.0
200509.0,SCFA,D,1526.0
200509.0,SCFA,I,8.0
200509.0,SCFM,D,124.0
200509.0,SCGE,D,272.0
200509.0,SCGZ,D,41.0
200509.0,SCGZ,I,2.0
200509.0,SCHR,D,21.0
200509.0,SCIC,D,333.0  
200509.0,SCIE,D,1308.0
200509.0,SCIE,,5.0
200509.0,SCIP,D,33.0
200509.0,SCIP,I,
200509.0,SCJO,D,268.0
200509.0,SCLC,D,564.0
200509.0,SCRD,D,579.0
200509.0,SCSE,D,646.0
200509.0,SCSE,I,4.0
200509.0,SCTB,D,5548.0
200509.0,SCTC,D,885.0  
200509.0,SCTE,D,1260.0
200509.0,SCTE,I,11.0
200509.0,SCTI,D,3095.0  
200509.0,SCTN,,160.0  
200509.0  ,SCVD,D,162.0
200509.0,SCVM,D,1008.0
200510.0,SCAP,D,2.0
200510.0,SCAR,D,626.0
200510.0,SCAR,I,55.0
200510.0,SCAT  ,D  ,271.0
200510.0,SCBA,D,333.0  
,SCBA,I,1.0
200510.0,SCCC,,40.0
200510.0,SCCF,D,485.0
200510.0,SCCH,D,477.0
200510.0,SCCI,D,634.0
200510.0,SCCI,I,41.0
200510.0,SCCY,D,247.0
200510.0,SCDA  ,D  ,1384.0
200510.0,SCDA,I  ,13.0
200510.0,,D,3087.0
200510.0,SCEL,I,3030.0
200510.0,SCES,D,121.0
200510.0,SCFA,D,1503.0  
200510.0,SCFA,,4.0
200510.0,SCFM,D,137.0
200510.0,SCFT,,4.0
200510.0,SCGE,D,193.0
200510.0,SCGZ,D,50.0
200510.0,SCGZ,I,10.0
200510.0,SCHR,D,27.0  
200510.0,SCIC,D,394.0
200510.0,,D,1365.0
200510.0,SCIE,I,4.0
200510.0,SCIP,D,36.0
,SCIP,I,18.0
,SCJO,D,331.0
200510.0,,D,1189.0
200510.0,SCNT,D,6.0
200510.0,SCRD,D,
200510.0,SCRM,D,3.0  
200510.0,SCSE,D,511.0
200510.0,SCTB,D,6273.0
200510.0  ,SCTC,D,1071.0
200510.0,SCTE,D,1438.0  
200510.0,SCTE,I,23.0
200510.0,SCTI,D,4189.0
200510.0,SCTN,D,158.0
200510.0,SCVD,D,142.0
200510.0,SCVM,D,734.0  
200511.0,SCAR,D,544.0
200511.0  ,,,51.0
200511.0,SCAT,D,264.0
200511.0,SCAT,I,1.0
200511.0,SCBA,D,370.0
200511.0,SCCC,D,42.0
200511.0,SCCF,D,524.0
200511.0,SCCH  ,D,447.0
200511.0,SCCI,D  ,719.0
200511.0  ,SCCI,I,59.0
200511.0,SCCY,D,
200511.0,SCDA,D  ,1508.0  
200511.0,SCDA,I,26.0
200511.0,SCEL,D,3348.0
200511.0,SCEL,I,2939.0
200511.0,SCES,D,
200511.0,,D,1570.0  
200511.0,SCFA,I,1.0  
200511.0,SCFM,D,135.0
200511.0,SCGE,D,368.0
200511.0,SCGZ,D  ,67.0
200511.0,SCGZ,I,4.0
200511.0  ,SCHR,D,21.0
200511.0  ,SCIC,D,
200511.0,SCIE,D,1321.0
200511.0,SCIP,,31.0
200511.0,SCIP,I,21.0
200511.0,SCJO,D,258.0
200511.0,SCLC,D,1393.0  
200511.0,SCNT,D  ,4.0
200511.0,SCRD,D,542.0
200511.0,SCRM,D,15.0
200511.0,SCSE,D,568.0
200511.0,SCSE,I,5.0
200511.0  ,SCTB,D,7064.0
200511.0,SCTC,D,1196.0
200511.0,SCTC,I,2.0
200511.0,SCTE,D,1586.0
200511.0,SCTE,I,12.0
200511.0,SCTI,,5892.0
200511.0,SCTN,D,230.0
,SCVD  ,D,124.0
200511.0,SCVM,D,501.0
200512.0,SCAP,D,2.0
200512.0,SCAR,D,549.0
,SCAR,I,
200512.0,SCAT,D,240.0
,SCBA,D,375.0
200512.0,SCBA,I  ,3.0
200512.0,SCCC,D,
200512.0,SCCF,D,533.0
200512.0,SCCF,I,
200512.0,SCCH,D  ,605.0
200512.0,SCCI,D,963.0
200512.0,SCCI,I,68.0
200512.0,SCCY,D,270.0
200512.0,SCCY,I,2.0
200512.0,SCDA,D,1462.0
,SCDA  ,I,17.0
200512.0,SCEL,D,3407.0
,,I,3167.0
200512.0,SCES  ,D,99.0
200512.0,,D,1659.0
200512.0,SCFA,I,6.0
200512.0,SCFM  ,D,134.0  
200512.0,SCFT,D,32.0
200512.0,SCGE,D,311.0
200512.0,SCGZ,D,83.0
200512.0,SCGZ,I  ,14.0
200512.0,SCHR,D,82.0
200512.0  ,SCIC  ,D,354.0
200512.0,SCIE,D,1748.0
200512.0,SCIP,D,36.0
200512.0,SCIP,I,18.0
200512.0  ,SCJO,D,303.0
200512.0,SCLC,D,1085.0
200512.0,SCNT,D,59.0
200512.0,SCNT,I,1.0
200512.0,SCRD,D,630.0
200512.0,,D,13.0
,SCSE,D,724.0
200512.0,SCSE,,2.0  
200512.0,SCTB,D,6740.0
200512.0,SCTC  ,D  ,914.0
200512.0,SCTE,D,1855.0
200512.0,SCTE,I,14.0
200512.0,SCTI,D,5324.0
200512.0,SCTN,D,347.0
200512.0,SCVD,D,158.0
200512.0,SCVM,D,737.0
200512.0,SCVM,I,2.0
200601.0,SCAP,D,2.0
200601.0,SCAR,D,624.0
200601.0,SCAR,I,48.0
200601.0,SCAT,D,317.0
200601.0,SCAT,I,2.0
200601.0,SCBA,D,457.0
200601.0,SCCC,D,44.0
200601.0,SCCF,D,596.0
200601.0,SCCH,D,474.0
200601.0,SCCI,D,987.0
200601.0,SCCI,I,65.0
200601.0,SCCY,D,236.0
200601.0,,D,1554.0
200601.0,SCDA,I,36.0
200601.0,SCEL,D,3625.0
200601.0,SCEL,I,3312.0
200601.0,SCES,D,69.0  
200601.0,SCFA,D,1772.0
200601.0,SCFA,,1.0
200601.0,SCFM,D,135.0
200601.0,SCFT  ,D,26.0
200601.0,SCGE,D,
200601.0,SCGZ,D,69.0
200601.0,SCGZ,I,22.0
200601.0  ,SCHR,D,139.0
200601.0,SCIC  ,D  ,511.0
200601.0,,I,8.0
200601.0,SCIE,D,1305.0
200601.0,SCIP,D,48.0
200601.0,SCIP,I,25.0
200601.0,SCJO,D,317.0
200601.0,SCLC,D,1402.0
,SCNT,D,41.0
200601.0  ,SCNT,I,5.0
200601.0,SCRD,D,927.0
,SCRM,D,48.0
200601.0,SCRM,I,
,SCSE  ,D,686.0
200601.0,SCSE,I,5.0
200601.0,SCTB  ,D,6676.0
200601.0,SCTC,D,1121.0
200601.0,SCTC,I,6.0
200601.0,SCTE,D,2089.0
200601.0,SCTE,I,23.0
,SCTI,D,4154.0
,SCTN,D,291.0
200601.0,SCVD,D  ,142.0
200601.0,SCVM,D  ,1.0
200602.0,SCAP,D,8.0
200602.0,SCAR,D,546.0
200602.0,SCAR,I,49.0
200602.0,SCAT,D,357.0
200602.0,SCBA,,436.0
200602.0,SCCC,,26.0
200602.0,SCCF,D,
200602.0,SCCF,I,1.0
200602.0,SCCH,D,384.0
200602.0,SCCI,D,844.0
,SCCI,I,
200602.0,SCCY,D,255.0
200602.0,SCDA,D  ,1443.0
,SCDA,I,22.0
200602.0,SCEL,D,3142.0
200602.0,SCEL,I,3037.0
200602.0,SCES,D,60.0
200602.0,SCFA,D,1591.0
200602.0,SCFA,I,5.0
200602.0,SCFM,,110.0
200602.0,SCFT,D  ,26.0
200602.0,SCGE,D,133.0
200602.0,SCGZ  ,D,67.0
200602.0,,I,7.0
200602.0,SCHR,D,238.0
200602.0,SCIC  ,,346.0
200602.0,SCIE,D,1262.0
200602.0,SCIP,D,48.0
200602.0,SCIP,I,19.0
200602.0,SCJO,D,364.0
200602.0,SCLC,D  ,818.0
200602.0  ,SCNT,D,46.0
200602.0,SCNT  ,I,6.0
200602.0,SCRD,D,774.0
200602.0,SCRM,D,16.0
200602.0,SCSE,D,561.0
,SCTB,,5185.0
,SCTC,D,1147.0
200602.0,SCTE,D,1865.0
200602.0,SCTE,I,34.0
200602.0,SCTN,D,290.0  
200602.0,SCVD,,179.0
200602.0,SCVM,D,1117.0
200603.0,SCAR,D,509.0
200603.0,SCAR,I,58.0
200603.0,SCAT  ,D,484.0
200603.0,SCBA,D,389.0
200603.0,SCCC,D  ,29.0
200603.0,SCCF,D,602.0
200603.0,SCCF,I,
200603.0,SCCH,D,366.0
200603.0,SCCI,D,785.0
200603.0,SCCI,I,39.0
200603.0,SCCY,D,358.0
200603.0,SCDA,D,1458.0
200603.0,SCDA,I,142.0
200603.0,SCEL,D,3665.0
200603.0,SCEL,I,3243.0
200603.0,SCES,D,74.0
200603.0,,,1924.0
,SCFA,I,6.0
200603.0,,D,146.0
200603.0,SCFT,D,10.0
200603.0,SCGE,D,158.0
200603.0,SCGZ  ,D,65.0
200603.0,SCGZ,I,16.0
200603.0,SCHR,D,268.0
200603.0,SCIC,D,358.0
200603.0,SCIE,D,1479.0
200603.0,SCIP,D,45.0
200603.0,SCIP,I,24.0
200603.0,SCJO,D,305.0
200603.0,SCLC,D,551.0
200603.0  ,SCNT,,45.0
200603.0,SCNT,I,5.0
200603.0  ,SCRD,D,772.0  
200603.0,SCRM,D,16.0
200603.0,SCRM,I,1.0
200603.0,SCSE,D,667.0
200603.0,SCSE,I,
200603.0,SCTB  ,D,6018.0
200603.0,SCTC,D,906.0
,SCTC,I  ,
200603.0,SCTE,D,1780.0
200603.0,SCTE,I,29.0
200603.0,SCTN,D,278.0
200603.0,SCVD,D,140.0
200603.0,SCVM,D,876.0
200603.0,SCVM,I,1.0
200604.0,SCAR,D,
,SCAR,I,47.0
200604.0,SCAT,,419.0
200604.0,SCAT,I,2.0
200604.0  ,SCBA,D,326.0
200604.0,SCCC,D,34.0
200604.0,SCCF,D,548.0
200604.0,SCCH,D,270.0
200604.0,SCCI,D,607.0
200604.0,SCCI,I,16.0
,SCCY,,349.0
,SCDA,D,1364.0
200604.0,SCDA,,102.0  
200604.0,SCEL,D,3186.0
200604.0,SCEL  ,I,3003.0
200604.0,SCES,D,62.0
200604.0,SCFA,D,1681.0
200604.0,,I,7.0
,,D,122.0
200604.0,SCGE,D,335.0
200604.0,SCGZ,D,46.0
200604.0,SCGZ,I,4.0
200604.0,SCHR,D,153.0
200604.0,SCIC,D,240.0
200604.0,SCIE,D,1325.0  
200604.0,SCIE,I,1.0
200604.0,SCIP,D,41.0
200604.0,SCIP,I,
200604.0,SCJO  ,D,319.0
200604.0,SCLC,D,607.0
200604.0,SCNT,D  ,23.0
200604.0,SCNT,I,3.0
200604.0  ,SCRD,D,418.0
200604.0,SCRM,D,2.0
200604.0  ,SCSE,D,560.0
200604.0,SCSE,I,1.0
200604.0,SCTB,D,5319.0
200604.0,SCTC,,764.0
200604.0,SCTC,I,6.0
200604.0,SCTE,D,1337.0
200604.0,SCTE,I,18.0
200604.0,SCTN  ,D,192.0
200604.0,SCVD,D,161.0
200604.0,SCVM,D,
nan  ,SCAP,D,2.0  
200605.0,SCAR  ,D,578.0
200605.0,SCAR,I,49.0  
200605.0,,D,460.0
200605.0,SCBA,D,277.0
200605.0,SCCC,D,30.0
200605.0,SCCF,D,607.0
200605.0,SCCH,D,127.0
200605.0,SCCI,D,608.0
200605.0,SCCI,,11.0
200605.0,SCCY,D,200.0
200605.0,SCDA,D,1421.0
200605.0,SCDA,I,30.0
nan  ,SCEL,D,3197.0
200605.0  ,SCEL,I,2972.0
200605.0,SCES,,92.0
200605.0,SCFA,D,1802.0
200605.0,SCFA,I,4.0
200605.0,SCFM,D,130.0
200605.0,SCGE,D,156.0
200605.0,SCGZ,D,41.0
200605.0,SCGZ,I  ,6.0
200605.0,SCHR,D,49.0
200605.0,SCIC,D,
200605.0,SCIE,D,
200605.0,SCIE,,4.0
200605.0,SCIP,D,40.0
200605.0,SCIP  ,I  ,18.0
200605.0,SCJO,D,254.0
,SCLC,D,666.0
200605.0,SCNT,D,2.0
200605.0,SCRD,D,461.0
200605.0,,D  ,579.0
,SCSE,I,1.0
200605.0,SCTB,D,4658.0
200605.0,,D,701.0
200605.0,SCTE,D,1143.0
200605.0,SCTE,I,
200605.0,SCTN,,176.0
200605.0,SCVD,D,116.0
200605.0  ,SCVM,D,298.0
200606.0,SCAR,D,544.0
200606.0,SCAR,I,19.0
200606.0,SCAT,D,438.0
200606.0  ,SCAT,I,2.0  
200606.0,SCBA,D,303.0
200606.0,SCCC,D,
,SCCF,D,545.0
200606.0,SCCF,I,nan  
200606.0,SCCH,D,148.0
200606.0,SCCI,D,514.0
200606.0,SCCI,I,8.0
200606.0,SCCY,D,199.0
200606.0,SCDA,D,1218.0  
200606.0,SCDA,I,60.0
200606.0,SCEL,D,3021.0  
200606.0,SCEL,I,2864.0
200606.0,SCES,D,72.0
200606.0,,D,1658.0
200606.0,SCFA,I,1.0
,SCFM,D,116.0
200606.0,SCGE,D,200.0
,SCGZ,D,40.0
,,,2.0
200606.0,SCHR,D,34.0
200606.0,SCIC,D,156.0
200606.0,SCIE,D  ,1034.0
200606.0,SCIE,I,2.0
200606.0,SCIP,D,33.0
200606.0,SCIP,I,17.0
200606.0,SCJO,D,269.0
200606.0,SCLC,D,618.0
200606.0,SCNT,D,2.0
200606.0,SCRD,,432.0
200606.0,SCSE,D,605.0
200606.0,SCSE,I,3.0
200606.0,SCTB,D,4644.0
200606.0,SCTC,D,561.0
200606.0,SCTE,D,1027.0
200606.0,SCTE,I,9.0
200606.0,SCTN,D,140.0
,SCVD,,132.0
200606.0,SCVM,D,568.0
200606.0,SCVM,I,
200607.0,,D,538.0
200607.0,SCAR,I,6.0
200607.0,SCAT,D,460.0
200607.0,SCBA,D,294.0
200607.0,SCCC,D,24.0
200607.0,SCCF,D,564.0
200607.0,SCCF,I,9.0  
200607.0,SCCH,D,239.0
200607.0  ,SCCI,,580.0
200607.0,SCCI,I,16.0
200607.0,SCCY,D,190.0
200607.0,SCDA,D,1292.0
200607.0,SCDA,I,81.0
200607.0,SCEL,D,3263.0
200607.0,SCEL,I,2994.0  
200607.0,SCES,D,69.0
200607.0,SCFA,D,1734.0
200607.0,SCFA,I,3.0
200607.0,SCFM,D,110.0
200607.0,SCGE,D,279.0
200607.0,SCGZ,D,40.0
200607.0,SCGZ,I,4.0
200607.0,SCHR,D,28.0
200607.0,SCIC,D,337.0
200607.0,SCIE  ,D,1141.0
,SCIE,I  ,3.0
200607.0,SCIP,D,47.0
200607.0,SCIP,I,19.0
200607.0,SCJO,D,335.0
200607.0,SCLC,D,524.0
200607.0,SCNT,D,4.0
200607.0,SCRD,D,507.0
200607.0,SCSE,D,647.0
200607.0,SCSE,I,1.0
200607.0,SCTB  ,D,5333.0
200607.0,SCTC,,729.0
200607.0,SCTE,D,1181.0
200607.0,SCTE,I,11.0
200607.0,SCTN,D,173.0
200607.0,SCVD,D,134.0
200607.0,SCVM,D,557.0
200608.0,,D,
200608.0,SCAR,I,14.0
200608.0,,D,482.0
200608.0,SCBA,D,242.0
200608.0,SCCC,D,26.0
200608.0  ,SCCF,D,578.0
200608.0,SCCH,D,205.0  
200608.0,SCCI,D,578.0
200608.0,SCCI,I  ,15.0
200608.0,SCCY,D,159.0
200608.0,SCDA,D,1236.0
200608.0,SCDA,I,84.0
200608.0  ,SCEL,D,3291.0
200608.0,SCEL,I,2970.0
200608.0,SCES,D,96.0
200608.0,SCFA,D,1769.0
200608.0,SCFA,I,6.0
200608.0,SCFM,D,134.0
200608.0,SCFM,I,1.0
200608.0,SCFT,,2.0
200608.0,SCGE,D,268.0
200608.0,SCGZ,D,38.0
200608.0,SCGZ,I,10.0
200608.0,SCHR,D,48.0
200608.0,SCIC,D,282.0
200608.0,SCIE,D,1141.0
200608.0,SCIE,I,5.0
200608.0,SCIP,D,48.0
200608.0,SCIP,I,22.0
200608.0  ,SCJO,D,287.0
200608.0,SCLC,D,674.0
200608.0,SCNT,D,2.0
200608.0,SCRD,D,384.0
200608.0,SCSE,D,749.0
200608.0,SCTB,D,4564.0
200608.0,SCTC,D,765.0
200608.0,SCTE,D,1180.0
200608.0,SCTE,I,
200608.0,SCTN,D,187.0
200608.0,,D,135.0
200608.0,SCVM  ,D  ,648.0
200608.0,SCVM,I,2.0
200609.0,SCAP,D,1.0
200609.0,SCAR,nan  ,446.0
200609.0,SCAR,I,2.0
200609.0,SCAT,D,449.0
,SCAT,I,2.0
200609.0,SCBA,D,245.0
200609.0,SCCC,D,14.0
200609.0,SCCF,D,533.0
200609.0,SCCH,D,173.0
200609.0,SCCI,D,533.0
200609.0,SCCI,I,20.0
200609.0,SCCY,,183.0
200609.0,SCDA,D,
200609.0,SCDA,I,71.0
200609.0,SCEL,D,3179.0
200609.0,SCEL,I,3047.0
200609.0  ,SCES,D,95.0
200609.0,SCFA,D,1703.0
200609.0,SCFA,I,2.0
200609.0,SCFM  ,D,122.0
200609.0,SCGE,D,329.0
200609.0,SCGZ,D,34.0
200609.0,SCHR,D,30.0
200609.0,SCIC,D,278.0  
200609.0,SCIE,,1090.0
200609.0,SCIP  ,D,44.0
200609.0,SCIP,I,18.0
200609.0,SCJO,D,391.0
200609.0,SCLC,D,744.0
200609.0,SCRD,D,511.0
200609.0,SCSE,D,775.0
200609.0,SCSE,I,2.0
200609.0,SCTB,D  ,6310.0
200609.0,SCTC,D,943.0
200609.0,SCTE,D,1222.0
200609.0,SCTE,I,10.0
200609.0,SCTN,D,194.0
200609.0,SCVD,D,139.0
200609.0,SCVM,D,970.0  
200610.0,,D,2.0
200610.0,SCAR  ,D  ,500.0
200610.0,SCAR,,16.0
200610.0,SCAT,D,456.0
200610.0,SCBA,D,286.0
200610.0,SCCC,D,32.0
200610.0,SCCF,,558.0
200610.0,SCCF,I,
200610.0,SCCH,D,353.0
200610.0,SCCI,D,654.0
200610.0,SCCI,I,41.0
200610.0,SCCY,D,
200610.0,SCDA,D,1324.0
200610.0,SCDA,I,66.0
200610.0,SCEL,D,3340.0
200610.0  ,SCEL,I,3316.0
200610.0,SCES  ,D,64.0
200610.0,SCFA,D  ,1779.0
200610.0,SCFA,I,8.0
200610.0,SCFM,D,137.0
200610.0,SCFT,D,2.0
200610.0,SCGE,D,272.0
200610.0,SCGZ,D,42.0
200610.0,SCGZ,,2.0
200610.0,SCHR,D,62.0
200610.0,SCIC,D,326.0
,SCIE,,1248.0
200610.0,SCIE,I,5.0
200610.0,SCIP,,44.0
200610.0,,I,22.0
200610.0,SCJO,D,299.0
200610.0  ,SCLC,D  ,1160.0
200610.0,,D,4.0
200610.0,SCRD,D,1056.0
,SCRM,D,3.0
200610.0,SCRM,I,1.0
200610.0,SCSE,D,718.0
200610.0,SCSE,I,2.0
200610.0,SCTB,D,7444.0
200610.0,SCTC  ,D,1140.0
200610.0,SCTE,D,1369.0
200610.0,SCTE  ,I,14.0
200610.0,SCTN,D,206.0
200610.0,SCVD,D,151.0
200611.0,SCAP,D,4.0
200611.0  ,SCAR,D,510.0
200611.0,,I,10.0
200611.0,SCAT,D  ,476.0
200611.0,SCAT,I,4.0
,SCBA,D,345.0
200611.0,SCCC,D,28.0
200611.0,SCCF,D,576.0
200611.0,SCCH,D,664.0
200611.0,SCCI,D,819.0
200611.0,SCCI,I,56.0
200611.0,SCCY,D,310.0
200611.0,SCDA,D,1283.0
200611.0,SCDA,I,83.0
200611.0,SCEL,D,3592.0
200611.0,SCEL,I,3364.0
200611.0,SCES  ,D  ,75.0
200611.0,SCFA  ,D,1768.0
200611.0,SCFA,I,16.0
200611.0,SCFM,D,142.0
200611.0,,D  ,6.0
200611.0,SCGE,,407.0
200611.0,SCGZ,D,85.0
200611.0,,I,nan  
200611.0,SCHR,D,
,SCIC,D,314.0
200611.0,SCIE,D,1329.0
200611.0,SCIP,D,55.0
,SCIP,I,20.0
200611.0,SCJO,D,279.0
200611.0,SCJO,I,2.0
200611.0,SCLC,D,1084.0
200611.0,SCNT,D,17.0
200611.0,SCNT,I,1.0
200611.0,SCRD  ,D,636.0
200611.0,SCRM,D,4.0  
200611.0,SCRM,I,2.0
200611.0,SCSE,D,814.0
200611.0,SCSE,I,2.0
200611.0,SCTB,D,7572.0
200611.0,SCTB,I  ,
200611.0,SCTC,D,1137.0
200611.0,SCTC  ,I,2.0
200611.0,SCTE,D,1613.0
200611.0,SCTE,I,15.0
200611.0,SCTN,D,278.0
200611.0,SCVD  ,D,142.0
200612.0,SCAP,D,3.0
200612.0,,D,
200612.0,SCAR,I,21.0
200612.0  ,SCAT,D,469.0
200612.0,SCBA,D,298.0
200612.0,,D,24.0
200612.0,SCCF,D,558.0
200612.0,SCCH,D,
200612.0,SCCI,D,867.0
200612.0,SCCI,I,72.0
200612.0,SCCY,D  ,326.0
200612.0,SCDA,D,1308.0
200612.0,SCDA,I,
200612.0,SCEL,D,3613.0
200612.0,SCEL,I,3633.0
200612.0,SCES,D,201.0
200612.0,SCFA,,
200612.0,SCFA  ,I,5.0
200612.0,SCFM,D,134.0
200612.0,SCFT,D,2.0
200612.0,SCGE,D,134.0
200612.0,SCGZ,D,66.0
200612.0,SCGZ,I,18.0
200612.0,SCHR,D,24.0
200612.0,SCIC,D,339.0
200612.0,SCIE,D,1923.0
200612.0,,D,56.0
200612.0,SCIP,I,18.0
,SCJO,D,411.0
200612.0,SCLC,D,1185.0
200612.0,SCNT,D,46.0
200612.0,SCNT,I,2.0
200612.0,SCRD,D,
200612.0,SCRM,D  ,nan  
200612.0,SCSE,D,711.0
200612.0,SCSE,I,3.0  
200612.0,SCTB,D,7570.0  
200612.0,SCTC,D,811.0
200612.0,SCTE,D,1689.0
200612.0,,I,15.0
200612.0,,D,478.0
200612.0,SCVD,D,131.0
200612.0,SCVM,D,1338.0
200701.0,SCAP,D,8.0
200701.0,SCAR,D,569.0
200701.0,SCAR,I,12.0
200701.0,SCAT,D,379.0
200701.0,SCAT,I,1.0
200701.0,SCBA,D,386.0
200701.0,,I,3.0
200701.0,SCCC,D,27.0
200701.0  ,SCCF,D,573.0
200701.0,SCCF,I,2.0
200701.0,SCCH,D,443.0
200701.0,SCCI,D,962.0
200701.0,SCCI,I,
200701.0,SCCY  ,D,443.0
200701.0  ,SCDA,D,1188.0
200701.0,SCDA,I  ,77.0
200701.0,SCEL,D,3968.0
200701.0,SCEL,I,3891.0
200701.0,SCES,D,75.0
200701.0,SCFA,D,
,,I,2.0
200701.0  ,SCFM,D,150.0
200701.0,SCFT,D,30.0
200701.0,SCGE,D,194.0
200701.0,SCGZ,D,71.0
,SCGZ,I,32.0
200701.0,SCHR,D,108.0  
200701.0,SCIC,D,605.0
200701.0,SCIE,,1497.0
200701.0,SCIE,I,3.0
,SCIP,D,63.0
200701.0,,I,23.0  
200701.0,SCJO,D,574.0
200701.0,SCLC,D,1249.0
200701.0,SCLC,I,12.0
200701.0,SCNT,D,76.0
200701.0,SCNT,I,6.0
200701.0,SCRD,D,1374.0
200701.0,SCRM,D,56.0
200701.0,SCRM,I,4.0
200701.0,SCSE,D,687.0
200701.0,SCSE,I,2.0
200701.0,SCTB,D,7284.0
200701.0  ,SCTC,D,1010.0
200701.0,SCTC,I,23.0
200701.0,SCTE,D,1761.0
200701.0  ,SCTE,I,18.0
200701.0,SCTN,D  ,431.0
200701.0,,D,170.0
200701.0,SCVM,D  ,1567.0
200702.0,SCAP,,4.0
200702.0,SCAR,D,614.0
200702.0,SCAR,I,19.0
200702.0,SCAT,D,340.0
,SCBA,D,
200702.0,SCCC,D,10.0
200702.0,SCCF,D,524.0
200702.0,SCCH  ,D,350.0
200702.0,SCCI,D,851.0
200702.0,SCCI,I,96.0
200702.0,SCCY,D,231.0
200702.0,SCDA,D,1274.0
200702.0,SCDA,I,68.0
200702.0,SCEL,D,3389.0
200702.0,SCEL,I,3664.0
200702.0,SCES,D,73.0
200702.0,SCFA,D,1456.0
200702.0,SCFA,I,2.0
200702.0,SCFM,D,118.0
200702.0,SCFT,D,
200702.0,SCGE,D,nan  
200702.0,SCGZ,D,81.0
200702.0,SCGZ,I,26.0
200702.0  ,SCHR,D,97.0
200702.0,SCIC,D,497.0
200702.0,nan  ,D,1269.0
200702.0,SCIE,I,1.0
200702.0,SCIP,D,51.0
200702.0,SCIP,I,24.0
200702.0,SCJO,D,449.0
200702.0,SCLC,D,466.0
200702.0,SCNT,D,64.0
200702.0,,D,673.0
200702.0,SCRM,D,
,SCRM,I,2.0
200702.0,SCSE,D,706.0
200702.0,SCSE,I,2.0
200702.0,SCTB,D,4957.0
200702.0,SCTC,D,1103.0
200702.0,SCTC,,1.0
200702.0,SCTE,D,1465.0
200702.0,SCTE,I,21.0
,SCTN,D,333.0
200702.0,SCVD,D,143.0
200702.0,SCVM,D,958.0
200702.0,SCVM  ,I,4.0
200703.0,SCAP,D,12.0
200703.0,,D  ,587.0
200703.0,SCAR,I,25.0
200703.0,SCAT,D,438.0
200703.0,SCBA,D,336.0
200703.0,SCBA,I,3.0
200703.0,SCCC,D  ,24.0
200703.0,SCCF,D  ,586.0
200703.0,SCCF,I,1.0
200703.0,SCCH,D,393.0
200703.0,SCCI,D,779.0
200703.0,SCCI,I,71.0
200703.0,SCCY,D,284.0  
200703.0,SCDA  ,D,
200703.0,,I,196.0
200703.0,SCEL,D,3895.0
200703.0,SCEL,I,3945.0
200703.0,SCES,D,74.0  
200703.0,SCFA,,
200703.0,SCFA,I,9.0
200703.0,SCFM,D,139.0
200703.0,SCFT,D,39.0
200703.0,,D,279.0
200703.0,SCGE,I,1.0
200703.0,SCGZ,,60.0
200703.0,SCGZ,I,11.0
200703.0,SCHR,D,
200703.0,SCIC,D,301.0
200703.0,SCIE,D,2187.0
200703.0,SCIE  ,I,4.0
200703.0  ,SCIP,D,
200703.0,SCIP,,23.0
200703.0,SCJO,D,348.0
200703.0,SCLC,D,883.0
200703.0,SCNT,D,53.0
,SCRD,D,
200703.0,SCRM,D,12.0
200703.0,SCSE,D,757.0
200703.0  ,SCSE,I,5.0
200703.0,SCTB,D,6165.0
200703.0,,D,884.0
200703.0,SCTE,D,1451.0
200703.0,SCTE  ,I,nan  
,SCTN,D,334.0
200703.0,SCVD,D,152.0
200703.0,SCVD,I,1.0
200703.0,SCVM,D,932.0
200704.0,SCAR,D,504.0
